route_name,uri,http_methods,controller_class,controller_method,middleware_resolved,active_backoffice_present,mfa_backoffice_present,log_backoffice_present,role_middleware_active,role_middleware_excluded,permission_middleware,permission_catalog_exists,semantic_permission_available,permission_recommendation,permission_semantically_adequate,policy_class,policy_ability,policy_ability_source,form_request,form_request_authorize,feature_entitlement,feature_required,feature_key,municipality_source,municipal_record_scope,fail_closed_without_municipality,platform_route,municipal_route,mixed_context_route,record_model,operation_type,mfa_sensitive,audit_requirement,audit_implementation,private_data,bounded_context,bounded_context_label,target_sprint,risk,confidence,test_coverage,test_sources,source,migration_recommendation
backoffice.work-tasks.index,backoffice/work-tasks,GET,"App\Http\Controllers\Backoffice\WorkTaskController",index,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.view,0,"App\Policies\WorkTaskPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Operations/MunicipalSmokeReadinessTest.php|tests/Feature/Security/CandidateTenantIdorProtectionTest.php|tests/Feature/Security/WorkTaskAuthorizationTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:work_tasks.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.work-tasks.my,backoffice/work-tasks/my,GET,"App\Http\Controllers\Backoffice\WorkTaskController",my,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.view,0,"App\Policies\WorkTaskPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Backoffice/WorkTaskInboxTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:work_tasks.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.work-tasks.overdue,backoffice/work-tasks/overdue,GET,"App\Http\Controllers\Backoffice\WorkTaskController",overdue,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.view,0,"App\Policies\WorkTaskPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:work_tasks.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.work-tasks.reassign,backoffice/work-tasks/{workTask}/reassign,POST,"App\Http\Controllers\Backoffice\WorkTaskController",reassign,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.reassign,0,"App\Policies\WorkTaskPolicy",reassign,confirmed,"App\Http\Requests\ReassignWorkTaskRequest",inherited,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Security/WorkTaskAuthorizationTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:work_tasks.reassign;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.work-tasks.show,backoffice/work-tasks/{workTask},GET,"App\Http\Controllers\Backoffice\WorkTaskController",show,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.view,0,"App\Policies\WorkTaskPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Backoffice/WorkTaskInboxTest.php|tests/Feature/Security/WorkTaskAuthorizationTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:work_tasks.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.work-tasks.status,backoffice/work-tasks/{workTask}/status,POST,"App\Http\Controllers\Backoffice\WorkTaskController",updateStatus,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.update_status,0,"App\Policies\WorkTaskPolicy",complete,confirmed,"App\Http\Requests\UpdateWorkTaskStatusRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Security/WorkTaskAuthorizationTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:work_tasks.update_status;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.work-tasks.team,backoffice/work-tasks/team,GET,"App\Http\Controllers\Backoffice\WorkTaskController",team,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.view_team,0,"App\Policies\WorkTaskPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Backoffice/WorkTaskInboxTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:work_tasks.view_team;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.analytics.index,backoffice/analytics,GET,"App\Http\Controllers\Backoffice\Reporting\AnalyticsController",__invoke,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,reports.view,0,,,missing,"App\Http\Requests\Analytics\AnalyticsFilterRequest",custom,,,,dynamic_domain_context,candidate,,0,0,1,,read,0,not_required,unknown,0,reports,Relatórios,47H,low,medium,route_name_reference,tests/Feature/UX/DashboardAccessibilityTest.php|tests/Feature/UX/DashboardAnalyticsTest.php|tests/Feature/UX/DashboardAuthorizationTest.php|tests/Feature/UX/DashboardPerformanceTest.php|tests/Feature/UX/DashboardRgpdTest.php|tests/Feature/UX/FunnelAnalyticsTest.php|tests/Feature/UX/ProfileAnalyticsDashboardTest.php|tests/Feature/UX/TrendChartTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:reports.view;preserve_active_mfa_log;add_http_security_tests
backoffice.cases.audit.show,backoffice/cases/audit/{auditEvent},GET,"App\Http\Controllers\Backoffice\CaseWorkspaceController",audit,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,reports.audit,0,"App\Policies\AuditEventPolicy",audit,inferred,,none,,,,dynamic_domain_context,candidate,,0,0,1,"App\Models\AuditEvent",read,1,not_required,confirmed,0,reports,Relatórios,47H,low,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:reports.audit;preserve_active_mfa_log;add_http_security_tests
backoffice.cases.contests.show,backoffice/cases/contests/{contest},GET,"App\Http\Controllers\Backoffice\CaseWorkspaceController",contest,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contests.view,0,"App\Policies\ContestPolicy",viewBackoffice,inferred,,none,,,,dynamic_domain_context,candidate,,0,0,1,"App\Models\Contest",read,0,not_required,unknown,0,reports,Relatórios,47H,low,high,route_name_reference,tests/Feature/UX/CaseWorkspaceAccessibilityTest.php|tests/Feature/UX/CaseWorkspaceAuthorizationTest.php|tests/Feature/UX/CaseWorkspaceChecklistTest.php|tests/Feature/UX/CaseWorkspaceContextSearchTest.php|tests/Feature/UX/CaseWorkspaceTimelineTest.php|tests/Feature/UX/ContestCaseWorkspaceTest.php|tests/Feature/UX/EnterpriseCaseWorkspaceTest.php|tests/Feature/UX/UniversalSearchTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contests.view;preserve_active_mfa_log;add_http_security_tests
backoffice.cases.tickets.show,backoffice/cases/tickets/{supportTicket},GET,"App\Http\Controllers\Backoffice\CaseWorkspaceController",ticket,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,reports.view,0,"App\Policies\SupportTicketPolicy",view,inferred,,none,,,,dynamic_domain_context,candidate,,0,0,1,"App\Models\SupportTicket",read,0,not_required,unknown,0,reports,Relatórios,47H,low,high,route_name_reference,tests/Feature/UX/CaseWorkspaceRgpdTest.php|tests/Feature/UX/SupportTicketCaseWorkspaceTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:reports.view;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.dashboard,backoffice/communications/dashboard,GET,"App\Http\Controllers\Backoffice\NotificationCenterController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,reports.view,0,,viewAny,confirmed,,none,,,,dynamic_domain_context,candidate,,0,0,1,,read,0,not_required,unknown,0,reports,Relatórios,47H,low,medium,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|permission_catalog,remove_fixed_role;apply_permission:reports.view;preserve_active_mfa_log;add_http_security_tests
backoffice.operational.dashboard,backoffice/operational/dashboard,GET,"App\Http\Controllers\Backoffice\OperationalDashboardController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,reports.view,0,,,missing,"App\Http\Requests\FilterOperationalDashboardRequest",inherited,,,,dynamic_domain_context,candidate,,0,0,1,,read,0,not_required,unknown,0,reports,Relatórios,47H,low,medium,route_name_reference,tests/Feature/Sprint24BackofficeOperationalTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:reports.view;preserve_active_mfa_log;add_http_security_tests
